,countyCode,County,State,county_state,Median_Value_of_Owner_Occupied_Units,vol_ins_rate
2696,51680,Lynchburg city,VA,"Lynchburg city County, VA",160100,94.9
2697,51683,Manassas city,VA,"Manassas city County, VA",324600,86.9
2698,51685,Manassas Park city,VA,"Manassas Park city County, VA",308000,89.1
2699,51690,Martinsville city,VA,"Martinsville city County, VA",87700,186.5
2700,51700,Newport News city,VA,"Newport News city County, VA",194000,69.3
2701,51710,Norfolk city,VA,"Norfolk city County, VA",206700,71.7
2702,51720,Norton city,VA,"Norton city County, VA",93800,119.5
2703,51730,Petersburg city,VA,"Petersburg city County, VA",108100,106.7
2704,51735,Poquoson city,VA,"Poquoson city County, VA",323100,72.5
2705,51740,Portsmouth city,VA,"Portsmouth city County, VA",170900,65.2
2706,51750,Radford city,VA,"Radford city County, VA",170800,74.0
2707,51760,Richmond city,VA,"Richmond city County, VA",230500,63.3
2708,51770,Roanoke city,VA,"Roanoke city County, VA",135100,61.3
2709,51775,Salem city,VA,"Salem city County, VA",181900,42.8
2710,51790,Staunton city,VA,"Staunton city County, VA",169000,50.9
2711,51800,Suffolk city,VA,"Suffolk city County, VA",254400,69.2
2712,51810,Virginia Beach city,VA,"Virginia Beach city County, VA",280800,63.2
2713,51820,Waynesboro city,VA,"Waynesboro city County, VA",174100,48.9
2714,51830,Williamsburg city,VA,"Williamsburg city County, VA",306000,91.6
2715,51840,Winchester city,VA,"Winchester city County, VA",244900,51.6
2716,53001,Adams,WA,"Adams County, WA",154500,5.8
2717,53003,Asotin,WA,"Asotin County, WA",198100,67.1
2718,53005,Benton,WA,"Benton County, WA",235800,53.1
2719,53007,Chelan,WA,"Chelan County, WA",292900,58.9
2720,53009,Clallam,WA,"Clallam County, WA",253800,66.2
2721,53011,Clark,WA,"Clark County, WA",327000,68.5
2722,53013,Columbia,WA,"Columbia County, WA",179400,84.7
2723,53015,Cowlitz,WA,"Cowlitz County, WA",219300,85.7
2724,53017,Douglas,WA,"Douglas County, WA",271500,63.8
2725,53019,Ferry,WA,"Ferry County, WA",169600,66.4
2726,53021,Franklin,WA,"Franklin County, WA",202400,85.5
2727,53023,Garfield,WA,"Garfield County, WA",149400,26.1
2728,53025,Grant,WA,"Grant County, WA",177500,78.8
2729,53027,Grays Harbor,WA,"Grays Harbor County, WA",178800,65.8
2730,53029,Island,WA,"Island County, WA",358800,87.0
2731,53031,Jefferson,WA,"Jefferson County, WA",338000,65.4
2732,53033,King,WA,"King County, WA",549200,56.9
2733,53035,Kitsap,WA,"Kitsap County, WA",329900,81.9
2734,53037,Kittitas,WA,"Kittitas County, WA",286900,72.8
2735,53039,Klickitat,WA,"Klickitat County, WA",261000,54.5
2736,53041,Lewis,WA,"Lewis County, WA",209600,70.3
2737,53043,Lincoln,WA,"Lincoln County, WA",162800,111.9
2738,53045,Mason,WA,"Mason County, WA",226500,78.8
2739,53047,Okanogan,WA,"Okanogan County, WA",182700,90.0
2740,53049,Pacific,WA,"Pacific County, WA",176800,86.0
2741,53051,Pend Oreille,WA,"Pend Oreille County, WA",216700,63.0
2742,53053,Pierce,WA,"Pierce County, WA",303200,72.4
2743,53055,San Juan,WA,"San Juan County, WA",488800,94.3
2744,53057,Skagit,WA,"Skagit County, WA",306000,65.4
2745,53059,Skamania,WA,"Skamania County, WA",296700,75.7
2746,53061,Snohomish,WA,"Snohomish County, WA",403000,63.1
2747,53063,Spokane,WA,"Spokane County, WA",224800,59.0
2748,53065,Stevens,WA,"Stevens County, WA",199200,64.9
2749,53067,Thurston,WA,"Thurston County, WA",287900,49.8
2750,53069,Wahkiakum,WA,"Wahkiakum County, WA",218800,82.4
2751,53071,Walla Walla,WA,"Walla Walla County, WA",224800,91.1
2752,53073,Whatcom,WA,"Whatcom County, WA",345700,67.7
2753,53075,Whitman,WA,"Whitman County, WA",217600,63.5
2754,53077,Yakima,WA,"Yakima County, WA",175900,77.4
2755,54001,Barbour,WV,"Barbour County, WV",110300,58.3
2756,54003,Berkeley,WV,"Berkeley County, WV",182200,57.2
2757,54005,Boone,WV,"Boone County, WV",71500,72.7
2758,54007,Braxton,WV,"Braxton County, WV",86400,75.0
2759,54009,Brooke,WV,"Brooke County, WV",93200,63.7
2760,54011,Cabell,WV,"Cabell County, WV",124500,58.4
2761,54013,Calhoun,WV,"Calhoun County, WV",83500,63.1
2762,54015,Clay,WV,"Clay County, WV",80200,48.4
2763,54017,Doddridge,WV,"Doddridge County, WV",117300,64.3
2764,54019,Fayette,WV,"Fayette County, WV",91300,71.1
2765,54021,Gilmer,WV,"Gilmer County, WV",93300,61.3
2766,54023,Grant,WV,"Grant County, WV",140000,57.4
2767,54025,Greenbrier,WV,"Greenbrier County, WV",124000,73.3
2768,54027,Hampshire,WV,"Hampshire County, WV",153100,72.7
2769,54029,Hancock,WV,"Hancock County, WV",93000,67.2
2770,54031,Hardy,WV,"Hardy County, WV",137700,60.9
2771,54033,Harrison,WV,"Harrison County, WV",117900,70.0
2772,54035,Jackson,WV,"Jackson County, WV",130600,60.9
2773,54037,Jefferson,WV,"Jefferson County, WV",252300,64.5
2774,54039,Kanawha,WV,"Kanawha County, WV",112500,66.0
2775,54041,Lewis,WV,"Lewis County, WV",104200,66.0
2776,54043,Lincoln,WV,"Lincoln County, WV",84200,61.0
2777,54045,Logan,WV,"Logan County, WV",89100,56.2
2778,54047,McDowell,WV,"McDowell County, WV",35000,110.5
2779,54049,Marion,WV,"Marion County, WV",116800,65.9
2780,54051,Marshall,WV,"Marshall County, WV",109300,62.5
2781,54053,Mason,WV,"Mason County, WV",87600,59.7
2782,54055,Mercer,WV,"Mercer County, WV",96700,82.7
2783,54057,Mineral,WV,"Mineral County, WV",148200,41.1
2784,54059,Mingo,WV,"Mingo County, WV",78100,86.2
2785,54061,Monongalia,WV,"Monongalia County, WV",204400,41.6
2786,54063,Monroe,WV,"Monroe County, WV",107900,37.5
2787,54065,Morgan,WV,"Morgan County, WV",183200,63.1
2788,54067,Nicholas,WV,"Nicholas County, WV",95100,55.2
2789,54069,Ohio,WV,"Ohio County, WV",123900,44.1
2790,54071,Pendleton,WV,"Pendleton County, WV",122800,46.8
2791,54073,Pleasants,WV,"Pleasants County, WV",106600,92.4
2792,54075,Pocahontas,WV,"Pocahontas County, WV",121700,51.6
2793,54077,Preston,WV,"Preston County, WV",115300,49.7
2794,54079,Putnam,WV,"Putnam County, WV",167300,93.1
2795,54081,Raleigh,WV,"Raleigh County, WV",108700,64.9
2796,54083,Randolph,WV,"Randolph County, WV",110300,74.9
2797,54085,Ritchie,WV,"Ritchie County, WV",96700,39.3
2798,54087,Roane,WV,"Roane County, WV",98900,62.2
2799,54089,Summers,WV,"Summers County, WV",92200,70.5
2800,54091,Taylor,WV,"Taylor County, WV",107000,98.3
2801,54093,Tucker,WV,"Tucker County, WV",121600,37.9
2802,54095,Tyler,WV,"Tyler County, WV",96300,80.9
2803,54097,Upshur,WV,"Upshur County, WV",119000,31.7
2804,54099,Wayne,WV,"Wayne County, WV",99100,58.9
2805,54101,Webster,WV,"Webster County, WV",69500,74.0
2806,54103,Wetzel,WV,"Wetzel County, WV",103600,44.0
2807,54105,Wirt,WV,"Wirt County, WV",95800,60.1
2808,54107,Wood,WV,"Wood County, WV",124200,71.6
2809,54109,Wyoming,WV,"Wyoming County, WV",71500,74.6
2810,55001,Adams,WI,"Adams County, WI",131100,70.8
2811,55003,Ashland,WI,"Ashland County, WI",113100,55.7
2812,55005,Barron,WI,"Barron County, WI",153200,81.7
2813,55007,Bayfield,WI,"Bayfield County, WI",170200,114.3
2814,55009,Brown,WI,"Brown County, WI",173900,56.0
2815,55011,Buffalo,WI,"Buffalo County, WI",159700,73.7
2816,55013,Burnett,WI,"Burnett County, WI",158800,66.8
2817,55015,Calumet,WI,"Calumet County, WI",178900,41.8
2818,55017,Chippewa,WI,"Chippewa County, WI",167400,64.8
2819,55019,Clark,WI,"Clark County, WI",127200,87.4
2820,55021,Columbia,WI,"Columbia County, WI",192900,45.8
2821,55023,Crawford,WI,"Crawford County, WI",134200,64.0
2822,55025,Dane,WI,"Dane County, WI",265600,54.1
2823,55027,Dodge,WI,"Dodge County, WI",162100,68.3
2824,55029,Door,WI,"Door County, WI",214100,78.6
2825,55031,Douglas,WI,"Douglas County, WI",145800,89.1
2826,55033,Dunn,WI,"Dunn County, WI",165200,65.5
2827,55035,Eau Claire,WI,"Eau Claire County, WI",169400,62.2
2828,55037,Florence,WI,"Florence County, WI",129600,152.4
2829,55039,Fond du Lac,WI,"Fond du Lac County, WI",157800,40.2
2830,55041,Forest,WI,"Forest County, WI",132300,67.3
2831,55043,Grant,WI,"Grant County, WI",147700,66.2
2832,55045,Green,WI,"Green County, WI",171400,64.2
2833,55047,Green Lake,WI,"Green Lake County, WI",146600,77.8
2834,55049,Iowa,WI,"Iowa County, WI",183200,46.3
2835,55051,Iron,WI,"Iron County, WI",119000,129.5
2836,55053,Jackson,WI,"Jackson County, WI",135900,63.6
2837,55055,Jefferson,WI,"Jefferson County, WI",190400,48.4
2838,55057,Juneau,WI,"Juneau County, WI",125800,50.7
2839,55059,Kenosha,WI,"Kenosha County, WI",177400,67.1
2840,55061,Kewaunee,WI,"Kewaunee County, WI",164900,45.3
2841,55063,La Crosse,WI,"La Crosse County, WI",173300,53.3
2842,55065,Lafayette,WI,"Lafayette County, WI",140000,39.8
2843,55067,Langlade,WI,"Langlade County, WI",113900,73.5
2844,55069,Lincoln,WI,"Lincoln County, WI",139700,77.2
2845,55071,Manitowoc,WI,"Manitowoc County, WI",130100,84.2
2846,55073,Marathon,WI,"Marathon County, WI",156300,34.5
2847,55075,Marinette,WI,"Marinette County, WI",123800,50.4
2848,55077,Marquette,WI,"Marquette County, WI",155300,52.5
2849,55079,Milwaukee,WI,"Milwaukee County, WI",158300,58.1
2850,55081,Monroe,WI,"Monroe County, WI",155000,61.4
2851,55083,Oconto,WI,"Oconto County, WI",157000,65.6
2852,55085,Oneida,WI,"Oneida County, WI",174100,46.9
2853,55087,Outagamie,WI,"Outagamie County, WI",169400,67.0
2854,55089,Ozaukee,WI,"Ozaukee County, WI",282500,53.9
2855,55091,Pepin,WI,"Pepin County, WI",151600,107.1
2856,55093,Pierce,WI,"Pierce County, WI",208700,46.8
2857,55095,Polk,WI,"Polk County, WI",169700,48.7
2858,55097,Portage,WI,"Portage County, WI",168100,56.1
2859,55099,Price,WI,"Price County, WI",122500,63.1
2860,55101,Racine,WI,"Racine County, WI",176000,73.9
2861,55103,Richland,WI,"Richland County, WI",139900,47.6
2862,55105,Rock,WI,"Rock County, WI",146200,60.9
2863,55107,Rusk,WI,"Rusk County, WI",113400,96.9
2864,55109,St. Croix,WI,"St. Croix County, WI",244500,65.3
2865,55111,Sauk,WI,"Sauk County, WI",182200,58.8
2866,55113,Sawyer,WI,"Sawyer County, WI",168400,66.1
2867,55115,Shawano,WI,"Shawano County, WI",136700,72.0
2868,55117,Sheboygan,WI,"Sheboygan County, WI",159700,68.3
2869,55119,Taylor,WI,"Taylor County, WI",137800,15.0
2870,55121,Trempealeau,WI,"Trempealeau County, WI",156000,71.5
2871,55123,Vernon,WI,"Vernon County, WI",157200,59.1
2872,55125,Vilas,WI,"Vilas County, WI",202900,49.9
2873,55127,Walworth,WI,"Walworth County, WI",203400,90.2
2874,55129,Washburn,WI,"Washburn County, WI",157400,70.6
2875,55131,Washington,WI,"Washington County, WI",236200,63.9
2876,55133,Waukesha,WI,"Waukesha County, WI",282300,49.6
2877,55135,Waupaca,WI,"Waupaca County, WI",149900,60.8
2878,55137,Waushara,WI,"Waushara County, WI",146100,67.1
2879,55139,Winnebago,WI,"Winnebago County, WI",152500,92.0
2880,55141,Wood,WI,"Wood County, WI",131900,59.1
2881,56001,Albany,WY,"Albany County, WY",235000,77.8
2882,56003,Big Horn,WY,"Big Horn County, WY",163400,72.3
2883,56005,Campbell,WY,"Campbell County, WY",222700,86.6
2884,56007,Carbon,WY,"Carbon County, WY",174900,86.9
2885,56009,Converse,WY,"Converse County, WY",206700,86.5
2886,56011,Crook,WY,"Crook County, WY",225300,72.4
2887,56013,Fremont,WY,"Fremont County, WY",196400,73.5
2888,56015,Goshen,WY,"Goshen County, WY",174000,73.5
2889,56017,Hot Springs,WY,"Hot Springs County, WY",147300,107.3
2890,56019,Johnson,WY,"Johnson County, WY",252900,74.0
2891,56021,Laramie,WY,"Laramie County, WY",227900,69.7
2892,56023,Lincoln,WY,"Lincoln County, WY",246400,79.4
2893,56025,Natrona,WY,"Natrona County, WY",208700,53.3
2894,56027,Niobrara,WY,"Niobrara County, WY",156300,104.7
2895,56029,Park,WY,"Park County, WY",268500,76.1
2896,56031,Platte,WY,"Platte County, WY",188500,109.2
2897,56033,Sheridan,WY,"Sheridan County, WY",272400,68.3
2898,56035,Sublette,WY,"Sublette County, WY",275100,75.0
2899,56037,Sweetwater,WY,"Sweetwater County, WY",205600,54.5
2900,56039,Teton,WY,"Teton County, WY",866600,91.8
2901,56041,Uinta,WY,"Uinta County, WY",175000,83.7
2902,56043,Washakie,WY,"Washakie County, WY",165800,131.7
2903,56045,Weston,WY,"Weston County, WY",166300,26.3
